date	user	intensity	diameter	power	factor	note
22-Feb-2023 14:48:47	Fred	1	500	0.17	8.65802890419911e-07	
31-Aug-2022 11:07:35	Fred	1	500	0.23	1.17138038115635e-06	
31-Aug-2022 10:58:31	Fred	1	500	0.17	8.65802890419911e-07	
18-Aug-2022 09:16:15	Fred	1	500	0.14	7.13014145051691e-07	
25-May-2022 15:15:16	Fred	1	500	0.15	7.63943726841098e-07	
25-Apr-2022 11:04:45	Fred	1	1200	0.33	2.91784062335141e-07	
21-Apr-2022 10:29:35	Fred	1	500	0.33	1.68067619905042e-06	
22-Feb-2023 16:09:08	Fred	1	500	0.18	9.16732472209317e-07	
