3.8000000e+02	3.2199447e-12
3.8100000e+02	2.1325868e-13
3.8200000e+02	1.8795095e-12
3.8300000e+02	0.0000000e+00
3.8400000e+02	0.0000000e+00
3.8500000e+02	2.8044837e-12
3.8600000e+02	5.9022807e-13
3.8700000e+02	5.7375058e-13
3.8800000e+02	0.0000000e+00
3.8900000e+02	9.1320866e-13
3.9000000e+02	5.3367399e-13
3.9100000e+02	6.7235164e-14
3.9200000e+02	0.0000000e+00
3.9300000e+02	3.4798729e-13
3.9400000e+02	3.0414502e-13
3.9500000e+02	3.1783122e-15
3.9600000e+02	1.2420764e-12
3.9700000e+02	0.0000000e+00
3.9800000e+02	9.9474927e-13
3.9900000e+02	1.1684517e-12
4.0000000e+02	2.1849253e-13
4.0100000e+02	2.4457348e-13
4.0200000e+02	0.0000000e+00
4.0300000e+02	7.1735559e-13
4.0400000e+02	3.0174292e-13
4.0500000e+02	0.0000000e+00
4.0600000e+02	4.4594185e-13
4.0700000e+02	1.4402432e-12
4.0800000e+02	0.0000000e+00
4.0900000e+02	1.1729429e-12
4.1000000e+02	1.4250170e-12
4.1100000e+02	2.1859559e-12
4.1200000e+02	4.0634616e-14
4.1300000e+02	0.0000000e+00
4.1400000e+02	1.8279982e-13
4.1500000e+02	9.7277499e-13
4.1600000e+02	1.0123722e-12
4.1700000e+02	0.0000000e+00
4.1800000e+02	3.9804309e-13
4.1900000e+02	6.9752857e-13
4.2000000e+02	0.0000000e+00
4.2100000e+02	1.3454728e-12
4.2200000e+02	7.9900942e-13
4.2300000e+02	0.0000000e+00
4.2400000e+02	1.2053467e-12
4.2500000e+02	1.8103108e-12
4.2600000e+02	1.0385790e-13
4.2700000e+02	1.6689479e-12
4.2800000e+02	9.3663179e-13
4.2900000e+02	1.1904025e-12
4.3000000e+02	1.1499254e-12
4.3100000e+02	1.0543896e-12
4.3200000e+02	2.0005224e-12
4.3300000e+02	8.3461764e-14
4.3400000e+02	2.2765201e-12
4.3500000e+02	2.2625066e-12
4.3600000e+02	9.2692384e-13
4.3700000e+02	1.4143354e-12
4.3800000e+02	3.5446438e-12
4.3900000e+02	1.4000613e-12
4.4000000e+02	3.0128317e-12
4.4100000e+02	2.6026023e-12
4.4200000e+02	2.6555161e-12
4.4300000e+02	3.2017761e-12
4.4400000e+02	4.0961434e-12
4.4500000e+02	2.9372243e-12
4.4600000e+02	3.2474975e-12
4.4700000e+02	3.1342156e-12
4.4800000e+02	5.4471645e-12
4.4900000e+02	3.8670975e-12
4.5000000e+02	5.4979600e-12
4.5100000e+02	5.4623054e-12
4.5200000e+02	6.3125969e-12
4.5300000e+02	7.6860417e-12
4.5400000e+02	9.2083646e-12
4.5500000e+02	1.0942807e-11
4.5600000e+02	1.3863420e-11
4.5700000e+02	1.5526192e-11
4.5800000e+02	1.9586018e-11
4.5900000e+02	2.2148403e-11
4.6000000e+02	2.8054109e-11
4.6100000e+02	3.4122469e-11
4.6200000e+02	4.0091057e-11
4.6300000e+02	4.9548810e-11
4.6400000e+02	5.9666267e-11
4.6500000e+02	7.2474948e-11
4.6600000e+02	8.6343910e-11
4.6700000e+02	9.6153536e-11
4.6800000e+02	1.1195059e-10
4.6900000e+02	1.2822796e-10
4.7000000e+02	1.5099444e-10
