3.215698853e+002;7.678279188e-003
3.216777954e+002;1.710544713e-002
3.217857361e+002;4.984802566e-003
3.218936768e+002;4.068272188e-003
3.220016174e+002;1.145662833e-002
3.221095581e+002;1.005377620e-002
3.222175293e+002;1.422492415e-002
3.223254700e+002;7.884031162e-003
3.224334412e+002;7.678279188e-003
3.225414124e+002;7.173252292e-003
3.226494141e+002;9.530044161e-003
3.227573853e+002;4.984802566e-003
3.228653870e+002;4.648117814e-003
3.229733887e+002;1.274725236e-002
3.230813904e+002;4.068272188e-003
3.231893921e+002;2.805704935e-005
3.232973938e+002;1.136310492e-002
3.234054260e+002;8.669627830e-003
3.235134583e+002;7.884031162e-003
3.236214905e+002;6.107084453e-003
3.237295227e+002;1.147533301e-002
3.238375854e+002;3.563245293e-003
3.239456482e+002;6.892681587e-003
3.240537109e+002;7.491232362e-003
3.241617737e+002;7.790507283e-003
3.242698364e+002;1.110123936e-002
3.243778992e+002;1.237315871e-002
3.244859924e+002;8.164601400e-003
3.245940857e+002;1.714285649e-002
3.247021790e+002;1.151274238e-002
3.248102722e+002;3.114332445e-003
3.249183960e+002;6.499883253e-003
3.250265198e+002;2.029459924e-003
3.251346436e+002;8.669627830e-003
3.252427673e+002;1.465513185e-002
3.253508911e+002;3.750292351e-003
3.254590149e+002;4.592003766e-003
3.255671692e+002;1.368248742e-002
3.256753235e+002;7.229366340e-003
3.257834778e+002;3.694178071e-003
3.258916321e+002;1.291559543e-002
3.259998169e+002;1.708674245e-002
3.261080017e+002;3.881225130e-003
3.262161865e+002;5.826513749e-003
3.263243713e+002;8.744447492e-003
3.264325562e+002;1.016600430e-002
3.265407715e+002;9.754501283e-003
3.266489563e+002;5.143792368e-004
3.267571716e+002;3.114332445e-003
3.268653870e+002;7.622165140e-003
3.269736328e+002;6.612111349e-003
3.270818481e+002;8.594809100e-003
3.271900940e+002;6.368950009e-003
3.272983398e+002;3.282674821e-003
3.274065857e+002;6.050970405e-003
3.275148315e+002;5.302782170e-003
3.276231079e+002;4.217909649e-003
3.277313538e+002;9.006313048e-003
3.278396301e+002;8.052373305e-003
3.279479065e+002;4.891279154e-003
3.280562134e+002;6.350245327e-003
3.281644897e+002;5.976151675e-003
3.282727966e+002;6.518587936e-003
3.283811035e+002;1.035305113e-002
3.284894104e+002;3.076923080e-003
3.285977173e+002;5.845218431e-003
3.287060242e+002;1.925648749e-002
3.288143616e+002;5.658171605e-003
3.289226990e+002;7.734393235e-003
3.290310364e+002;6.294131279e-003
3.291393738e+002;8.987608366e-003
3.292477417e+002;2.796352608e-003
3.293561096e+002;1.010989025e-002
3.294644470e+002;1.149403770e-002
3.295728149e+002;5.508534145e-003
3.296812134e+002;7.173252292e-003
3.297895813e+002;4.404956941e-003
3.298979797e+002;1.087678317e-002
3.300063782e+002;1.748889452e-003
3.301147766e+002;7.659574505e-003
3.302231750e+002;6.686930079e-003
3.303315735e+002;7.509937044e-003
3.304400024e+002;1.426233351e-002
3.305484314e+002;1.169978920e-002
3.306568604e+002;7.098433562e-003
3.307652893e+002;9.548748843e-003
3.308737488e+002;6.425064523e-003
3.309821777e+002;4.386252258e-003
3.310906372e+002;2.291325713e-003
3.311990967e+002;7.210661657e-003
3.313075562e+002;1.390694454e-002
3.314160461e+002;6.986205466e-003
3.315245361e+002;2.721533878e-003
3.316329956e+002;6.836567540e-003
3.317414856e+002;1.104512531e-002
3.318500061e+002;-2.712181304e-004
3.319584961e+002;-2.871171338e-003
3.320670166e+002;8.800561540e-003
3.321755066e+002;1.113864873e-002
3.322840271e+002;1.007248089e-002
3.323925781e+002;5.676876288e-003
3.325010986e+002;8.557399735e-003
3.326096497e+002;8.445171639e-003
3.327181702e+002;7.472527679e-003
3.328267212e+002;1.110123936e-002
3.329353027e+002;1.246668212e-002
3.330438538e+002;6.612111349e-003
3.331524048e+002;5.826513749e-003
3.332609863e+002;8.239420131e-003
3.333695679e+002;3.432312282e-003
3.334781494e+002;8.744447492e-003
3.335867615e+002;1.014729962e-002
3.336953430e+002;1.748889452e-003
3.338039551e+002;4.722936545e-003
3.339125671e+002;8.987608366e-003
3.340211792e+002;6.546644727e-005
3.341297913e+002;1.171849389e-002
3.342384338e+002;8.389057592e-003
3.343470764e+002;1.385082956e-002
3.344557190e+002;3.263970139e-003
3.345643616e+002;3.086275537e-004
3.346730042e+002;5.171849392e-003
3.347816772e+002;9.436520748e-003
3.348903198e+002;4.199204966e-003
3.349989929e+002;9.455225430e-003
3.351076660e+002;1.334580313e-002
3.352163696e+002;1.153144706e-002
3.353250427e+002;2.108954825e-002
3.354337463e+002;1.336450782e-002
3.355424500e+002;5.396306049e-003
3.356511536e+002;1.128828619e-002
3.357598572e+002;2.702829195e-003
3.358685608e+002;2.141688019e-003
3.359772949e+002;1.206453075e-003
3.360860291e+002;6.930090953e-003
3.361947632e+002;7.547346409e-003
3.363034973e+002;7.210661657e-003
3.364122620e+002;8.332943544e-003
3.365209961e+002;8.519990370e-003
3.366297607e+002;5.153144710e-003
3.367385254e+002;6.088379771e-003
3.368472900e+002;8.594809100e-003
3.369560852e+002;1.014729962e-002
3.370648499e+002;8.894084953e-003
3.371736450e+002;3.245265456e-003
3.372824402e+002;8.987608366e-003
3.373912354e+002;1.102642063e-002
3.375000305e+002;5.489829462e-003
3.376088562e+002;3.469721880e-003
3.377176819e+002;9.604862891e-003
3.378265076e+002;7.996259257e-003
3.379353333e+002;-6.266074488e-004
3.380441589e+002;4.423661623e-003
3.381530151e+002;8.108487353e-003
3.382618408e+002;8.763152175e-003
3.383706970e+002;5.153144710e-003
3.384795532e+002;4.685527179e-003
3.385884399e+002;4.161795601e-003
3.386972961e+002;1.370119210e-002
3.388061829e+002;2.740238560e-003
3.389150696e+002;4.666822497e-003
3.390239563e+002;4.853869323e-003
3.391328430e+002;8.426466957e-003
3.392417603e+002;7.902735844e-003
3.393506470e+002;1.155015174e-002
3.394595642e+002;6.930090953e-003
3.395684814e+002;3.787701717e-003
3.396773987e+002;6.930090953e-003
3.397863464e+002;2.141688019e-003
3.398952637e+002;1.310264226e-002
3.400042114e+002;1.188683696e-002
3.401131592e+002;1.188683696e-002
3.402221069e+002;6.088379771e-003
3.403310852e+002;7.547346409e-003
3.404400330e+002;3.170446493e-003
3.405490112e+002;4.404956941e-003
3.406579895e+002;6.144493818e-003
3.407669678e+002;1.171849389e-002
3.408759766e+002;1.267243363e-002
3.409849548e+002;4.984802566e-003
3.410939636e+002;7.135842927e-003
3.412029724e+002;1.353284996e-002
3.413119812e+002;1.525368262e-002
3.414209900e+002;1.113864873e-002
3.415300293e+002;1.624503173e-002
3.416390381e+002;1.125087682e-002
3.417480774e+002;3.712882753e-003
3.418571167e+002;2.160392702e-003
3.419661865e+002;5.583352875e-003
3.420752258e+002;4.442366306e-003
3.421842957e+002;1.235445403e-002
3.422933350e+002;4.666822497e-003
3.424024048e+002;9.904138744e-003
3.425115051e+002;1.016600430e-002
3.426205750e+002;7.379003800e-003
3.427296753e+002;7.061024196e-003
3.428387451e+002;1.205517910e-002
3.429478455e+002;8.557399735e-003
3.430569763e+002;1.463642716e-002
3.431660767e+002;5.452420097e-003
3.432752075e+002;2.497077454e-003
3.433843079e+002;6.630816031e-003
3.434934387e+002;1.476735994e-002
3.436025696e+002;8.557399735e-003
3.437117310e+002;2.328735078e-003
3.438208618e+002;9.586158209e-003
3.439300232e+002;1.007248089e-002
3.440391846e+002;-2.721533878e-003
3.441483459e+002;1.130699087e-002
3.442575073e+002;2.740238560e-003
3.443666687e+002;5.489829462e-003
3.444758606e+002;4.086976871e-003
3.445850525e+002;8.071077988e-003
3.446942444e+002;1.028758488e-004
3.448034363e+002;1.603928022e-002
3.449126587e+002;1.636661240e-003
3.450218506e+002;6.612111349e-003
3.451310730e+002;3.862520447e-003
3.452402954e+002;1.347673591e-002
3.453495178e+002;2.684124280e-003
3.454587402e+002;5.227963440e-003
3.455679932e+002;6.668225396e-003
3.456772461e+002;8.276829496e-003
3.457864990e+002;8.183306083e-003
3.458957520e+002;5.358896218e-003
3.460050049e+002;3.869067132e-002
3.461142578e+002;1.560907159e-002
3.462235413e+002;1.710544713e-002
3.463328247e+002;7.547346409e-003
3.464421082e+002;1.368248742e-002
3.465513916e+002;1.132569555e-002
3.466607056e+002;4.592003766e-003
3.467699890e+002;1.094224979e-003
3.468793030e+002;8.108487353e-003
3.469886169e+002;5.639466923e-003
3.470979309e+002;5.078325979e-003
3.472072754e+002;2.291325713e-003
3.473165894e+002;6.537292618e-003
