3.2166278e+02	-1.0267718e-02
3.2177069e+02	-1.0369171e-02
3.2187866e+02	-1.2418170e-02
3.2198663e+02	-1.3168292e-02
3.2209460e+02	-1.1478123e-02
3.2220258e+02	-1.0770887e-02
3.2231058e+02	-5.8793634e-03
3.2241855e+02	-3.6411007e-03
3.2252655e+02	-1.1610237e-03
3.2263455e+02	-1.6299396e-03
3.2274258e+02	1.0043842e-03
3.2285056e+02	1.6856057e-03
3.2295859e+02	2.0734670e-03
3.2306662e+02	3.1126205e-03
3.2317465e+02	5.5801409e-03
3.2328268e+02	6.5839089e-03
3.2339072e+02	3.4577768e-03
3.2349878e+02	1.7563090e-03
3.2360684e+02	5.2282435e-04
3.2371490e+02	-2.5868948e-03
3.2382294e+02	-7.5750769e-03
3.2393103e+02	-7.8082963e-03
3.2403912e+02	-8.3049468e-03
3.2414722e+02	-1.2349799e-02
3.2425531e+02	-1.4498477e-02
3.2436340e+02	-1.3446959e-02
3.2447150e+02	-1.0637731e-02
3.2457962e+02	-8.7928759e-03
3.2468774e+02	-3.4686978e-03
3.2479587e+02	8.7458988e-04
3.2490396e+02	2.0160454e-03
3.2501212e+02	1.3358810e-04
3.2512027e+02	-8.2168858e-04
3.2522842e+02	-1.8412988e-03
3.2533658e+02	-3.7108188e-03
3.2544473e+02	-4.2733967e-03
3.2555289e+02	-1.4446801e-04
3.2566107e+02	-4.3202482e-05
3.2576926e+02	1.0658046e-04
3.2587744e+02	1.4672300e-03
3.2598560e+02	3.0052801e-04
3.2609381e+02	-3.4362504e-03
3.2620203e+02	-4.5755920e-03
3.2631024e+02	-6.6438583e-03
3.2641846e+02	-9.5185195e-03
3.2652667e+02	-9.5168334e-03
3.2663492e+02	-1.0336766e-02
3.2674313e+02	-1.0523426e-02
3.2685138e+02	-9.9476837e-03
3.2695963e+02	-8.0393476e-03
3.2706787e+02	-6.9335855e-03
3.2717612e+02	-6.6414141e-03
3.2728439e+02	-4.1024588e-03
3.2739267e+02	-2.3639236e-03
3.2750095e+02	-1.6706033e-03
3.2760922e+02	-1.2961692e-04
3.2771753e+02	1.7399538e-03
3.2782581e+02	4.9167641e-05
3.2793411e+02	-7.7521264e-05
3.2804242e+02	-2.1958465e-03
3.2815073e+02	-4.1351085e-03
3.2825903e+02	-6.3508607e-03
3.2836737e+02	-8.1090210e-03
3.2847571e+02	-1.1932988e-02
3.2858405e+02	-1.3403051e-02
3.2869238e+02	-1.4064329e-02
3.2880072e+02	-1.6227585e-02
3.2890909e+02	-1.4351236e-02
3.2901746e+02	-9.1832516e-03
3.2912582e+02	-6.2151883e-03
3.2923416e+02	-3.4563667e-03
3.2934256e+02	1.6555977e-03
3.2945096e+02	4.5249491e-03
3.2955933e+02	3.7617880e-03
3.2966772e+02	2.5803502e-03
3.2977615e+02	1.3910410e-03
3.2988455e+02	-1.4040946e-03
3.2999298e+02	-2.1177948e-03
