321.5698853,0
321.6777954,0
321.7857361,0
321.8936768,0
322.0016174,0
322.1095581,0.000531586484127569
322.2175293,0.00173817937125101
322.32547,0.00227791522869586
322.4334412,0.00270722927024615
322.5414124,0.0031730878404396
322.6494141,0.00193554921228289
322.7573853,0.00103965087709255
322.865387,0.00010435321591591
322.9733887,0
323.0813904,0
323.1893921,0
323.2973938,0
323.405426,0
323.5134583,0
323.6214905,0
323.7295227,0
323.8375854,0
323.9456482,0
324.0537109,0
324.1617737,0
324.2698364,0
324.3778992,0
324.4859924,0
324.5940857,0
324.702179,0.00020558180617868
324.8102722,0.000828920023589884
324.918396,0.00065719444761837
325.0265198,2.29347082927088e-05
325.1346436,0
325.2427673,0
325.3508911,0
325.4590149,0
325.5671692,0
325.6753235,0
325.7834778,0
325.8916321,0
325.9998169,0
326.1080017,0
326.2161865,0
326.3243713,0
326.4325562,0
326.5407715,0
326.6489563,0.000196989729235402
326.7571716,9.13580748188499e-05
326.865387,0.000227796962044254
326.9736328,0.00116496098695411
327.0818481,0.00113709804918809
327.190094,0.00121631836518042
327.2983398,0.000694948227129412
327.4065857,0.000764042252923354
327.5148315,4.50883719764883e-05
327.6231079,0
327.7313538,0
327.8396301,0
327.9479065,0
328.0562134,0
328.1644897,0
328.2727966,0
328.3811035,0
328.4894104,0
328.5977173,0
328.7060242,0
328.8143616,0
328.922699,0.000120313352553283
329.0310364,0.000462271656847862
329.1393738,0.000961142535191163
329.2477417,0.00110790126942683
329.3561096,0.000720025723530066
329.464447,0.000174912286120244
329.5728149,0.000225612992152676
329.6812134,0
329.7895813,0
329.8979797,0
330.0063782,0
330.1147766,0
330.223175,0
330.3315735,0
330.4400024,0
330.5484314,0
330.6568604,0
330.7652893,0
330.8737488,0
330.9821777,0
331.0906372,3.48027589965051e-05
331.1990967,0.00100544920947468
331.3075562,0.00101129670341901
331.4160461,0.00152886506226929
331.5245361,0.00104090851385555
331.6329956,0.000197300586723551
331.7414856,0
331.8500061,0
331.9584961,0
332.0670166,0
332.1755066,0
332.2840271,0
332.3925781,0
332.5010986,0
332.6096497,0
332.7181702,0
332.8267212,0
332.9353027,0
333.0438538,0
333.1524048,0
333.2609863,0.000597756610805818
333.3695679,0.00159975631162845
333.4781494,0.00196097866203629
